Graph,K,Seed,Cut,Epsilon,Imbalance,Time,MaxRSS,Threads,Failed
"cage15",8,2,1867258,0.03,0.029999,1.405,871876,96,0
"cage15",91,2,4924403,0.03,0.029993,3.859,1410472,96,0
"cage15",1000,3,8823066,0.03,0.029874,17.043,3181480,96,0
"cage15",128,3,5399260,0.03,0.029995,5.812,1480168,96,0
"cage15",37,3,3814291,0.03,0.029996,3.716,1378424,96,0
"cage15",64,3,4458063,0.03,0.029996,4.186,1380696,96,0
"cage15",8,3,2162243,0.03,0.029999,1.546,1002728,96,0
"cage15",91,3,4937285,0.03,0.029993,4.823,1426184,96,0
"cage15",1000,4,8937133,0.03,0.029874,16.155,3198924,96,0
"cage15",128,4,5435455,0.03,0.029995,5.686,1478488,96,0
"cage15",37,4,3736315,0.03,0.029996,3.355,1389192,96,0
"cage15",64,4,4455527,0.03,0.029996,4.789,1386076,96,0
"cage15",8,4,1845179,0.03,0.029999,1.227,995276,96,0
"cage15",91,4,4903409,0.03,0.029993,4.898,1425068,96,0
"cage15",1000,5,8859826,0.03,0.029874,16.932,3173916,96,0
"cage15",128,5,5380975,0.03,0.029995,5.721,1467380,96,0
"cage15",37,5,3725050,0.03,0.029996,3.677,1384880,96,0
"cage15",64,5,4516834,0.03,0.029996,3.838,1388228,96,0
"cage15",8,5,1817215,0.03,0.029999,1.185,1007792,96,0
"cage15",91,5,4912732,0.03,0.029993,5.512,1411600,96,0
"channel-500x100x100-b050",1000,1,3905772,0.03,0.029988,15.033,3001908,96,0
"channel-500x100x100-b050",128,1,1761689,0.03,0.029987,2.614,2228712,96,0
"channel-500x100x100-b050",37,1,949268,0.03,0.029996,1.135,1255000,96,0
"channel-500x100x100-b050",64,1,1275632,0.03,0.029987,1.42,1256440,96,0
"channel-500x100x100-b050",8,1,344139,0.03,0.023717,0.734,844528,96,0
"channel-500x100x100-b050",91,1,1510685,0.03,0.029998,2.538,1863024,96,0
"channel-500x100x100-b050",1000,2,3938510,0.03,0.029988,15.049,2990792,96,0
"channel-500x100x100-b050",128,2,1767186,0.03,0.029987,2.766,2245740,96,0
"channel-500x100x100-b050",37,2,930596,0.03,0.029996,1.26,1255776,96,0
"channel-500x100x100-b050",64,2,1289208,0.03,0.029987,1.43,1245292,96,0
"channel-500x100x100-b050",8,2,342322,0.03,0.025201,0.7,822380,96,0
"channel-500x100x100-b050",91,2,1517208,0.03,0.029998,2.748,1894192,96,0
"channel-500x100x100-b050",1000,3,3975663,0.03,0.029988,16.373,2999324,96,0
"channel-500x100x100-b050",128,3,1729721,0.03,0.029987,2.554,2252184,96,0
"channel-500x100x100-b050",37,3,961024,0.03,0.029996,1.234,1242916,96,0
"channel-500x100x100-b050",64,3,1266698,0.03,0.029987,1.403,1236360,96,0
"channel-500x100x100-b050",8,3,353353,0.03,0.029999,0.737,808008,96,0
"channel-500x100x100-b050",91,3,1552506,0.03,0.029998,2.612,1858036,96,0
"channel-500x100x100-b050",1000,4,3958193,0.03,0.029988,15.382,3006012,96,0
"channel-500x100x100-b050",128,4,1711318,0.03,0.029987,2.988,2279312,96,0
"channel-500x100x100-b050",37,4,962897,0.03,0.029996,1.208,1253676,96,0
"channel-500x100x100-b050",64,4,1269591,0.03,0.029987,1.413,1132404,96,0
"channel-500x100x100-b050",8,4,349977,0.03,0.029996,0.681,857844,96,0
"channel-500x100x100-b050",91,4,1513145,0.03,0.029998,2.729,1884976,96,0
"channel-500x100x100-b050",1000,5,3932490,0.03,0.029988,14.724,3001628,96,0
"channel-500x100x100-b050",128,5,1743017,0.03,0.029987,2.74,2252564,96,0
"channel-500x100x100-b050",37,5,990677,0.03,0.029996,1.265,1242696,96,0
"channel-500x100x100-b050",64,5,1264925,0.03,0.029987,1.443,1160312,96,0
"channel-500x100x100-b050",8,5,342742,0.03,0.029999,0.673,828516,96,0
"channel-500x100x100-b050",91,5,1522435,0.03,0.029998,2.485,1885348,96,0
"circuit5M",1000,1,14002972,0.03,0.029861,92.339,4049524,96,0
"circuit5M",128,1,10184001,0.03,0.029983,2.391,1560836,96,0
"circuit5M",37,1,8040513,0.03,0.029995,3.095,2114956,96,0
"circuit5M",64,1,9375130,0.03,0.029995,4.05,1770776,96,0
"circuit5M",8,1,3725852,0.03,0.029999,1.206,1113048,96,0
"circuit5M",91,1,9952984,0.03,0.029993,8.941,2424844,96,0
"circuit5M",1000,2,14025991,0.03,0.029861,40.984,2999720,96,0
"circuit5M",128,2,10194983,0.03,0.029983,14.345,2092648,96,0
"circuit5M",37,2,8041934,0.03,0.029995,3.036,1677388,96,0
"circuit5M",64,2,9330195,0.03,0.029995,8.2,2843200,96,0
"circuit5M",8,2,3885302,0.03,0.029999,1.226,1110628,96,0
"circuit5M",91,2,9890563,0.03,0.029993,7.54,2159816,96,0
"circuit5M",1000,3,13940053,0.03,0.029861,49.663,3045916,96,0
"circuit5M",128,3,10221904,0.03,0.029983,13.404,2519648,96,0
"circuit5M",37,3,8068689,0.03,0.029995,2.843,1677720,96,0
"circuit5M",64,3,9303535,0.03,0.029995,7.911,2044080,96,0
"circuit5M",8,3,3556133,0.03,0.029999,1.136,1113316,96,0
"circuit5M",91,3,9850945,0.03,0.029993,5.701,1740828,96,0
"circuit5M",1000,4,14001225,0.03,0.029861,78.642,3598912,96,0
"circuit5M",128,4,10209874,0.03,0.029983,7.466,1792300,96,0
"circuit5M",37,4,8048192,0.03,0.029995,1.576,1668620,96,0
"circuit5M",64,4,9296585,0.03,0.029995,7.91,1949004,96,0
"circuit5M",8,4,3557358,0.03,0.029999,1.201,1146692,96,0
"circuit5M",91,4,9958760,0.03,0.029993,6.094,1791096,96,0
"circuit5M",1000,5,14026634,0.03,0.029861,89.133,3952120,96,0
"circuit5M",128,5,10230091,0.03,0.029983,10.966,2927176,96,0
"circuit5M",37,5,8094976,0.03,0.029995,2.792,1651456,96,0
"circuit5M",64,5,9326014,0.03,0.029995,7.91,2358980,96,0
"circuit5M",8,5,3648590,0.03,0.029999,1.119,985984,96,0
"circuit5M",91,5,9944632,0.03,0.029993,8.577,1943880,96,0
"com-Friendster",1000,1,1097679197,0.03,0.029996,706.414,34202052,96,0
"com-Friendster",128,1,824780941,0.03,0.029998,230.159,25680092,96,0
"com-Friendster",37,1,643848615,0.03,0.03,145.587,25708348,96,0
"com-Friendster",64,1,718572553,0.03,0.029999,167.612,25707840,96,0
"com-Friendster",8,1,424544492,0.03,0.03,127.484,25700336,96,0
"com-Friendster",91,1,778345523,0.03,0.03,153.964,25667496,96,0
"com-Friendster",1000,2,1095573296,0.03,0.029996,699.492,34170352,96,0
"com-Friendster",128,2,823356039,0.03,0.029998,203.558,25675688,96,0
"com-Friendster",37,2,640728226,0.03,0.03,146.439,25711904,96,0
"com-Friendster",64,2,722481095,0.03,0.029999,150.212,25703880,96,0
"com-Friendster",8,2,424384392,0.03,0.03,121.82,25696372,96,0
"com-Friendster",91,2,779486183,0.03,0.03,186.724,25710788,96,0
"com-Friendster",1000,3,1097182966,0.03,0.029996,696.94,34164612,96,0
"com-Friendster",128,3,823038532,0.03,0.029998,231.966,25689956,96,0
"com-Friendster",37,3,641571682,0.03,0.03,139.462,25701892,96,0
"com-Friendster",64,3,725177959,0.03,0.029999,153.39,25707536,96,0
"com-Friendster",8,3,436764418,0.03,0.03,107.627,25713316,96,0
"com-Friendster",91,3,778701096,0.03,0.03,177.842,25679276,96,0
"com-Friendster",1000,4,1097688783,0.03,0.029996,605.292,34161220,96,0
"com-Friendster",128,4,826902064,0.03,0.029998,206.551,25680844,96,0
"com-Friendster",37,4,641758005,0.03,0.03,144.358,25700368,96,0
"com-Friendster",64,4,719527475,0.03,0.029999,152.11,25665744,96,0
"com-Friendster",8,4,419245838,0.03,0.03,124.256,25681400,96,0
"com-Friendster",91,4,774799291,0.03,0.03,204.082,25672848,96,0
"com-Friendster",1000,5,1096061564,0.03,0.029996,721.237,34177292,96,0
"com-Friendster",128,5,823515016,0.03,0.029998,236.644,25678856,96,0
"com-Friendster",37,5,646524841,0.03,0.03,158.436,25708976,96,0
"com-Friendster",64,5,722182480,0.03,0.029999,165.615,25720600,96,0
"com-Friendster",8,5,433656182,0.03,0.03,103.984,25675524,96,0
"com-Friendster",91,5,773397619,0.03,0.03,183.798,25697640,96,0
"com-lj.ungraph",1000,1,13738933,0.03,0.029973,13.083,2394640,96,0
"com-lj.ungraph",128,1,10698625,0.03,0.029997,4.007,1216876,96,0
"com-lj.ungraph",37,1,8426112,0.03,0.029992,3.307,1007332,96,0
"com-lj.ungraph",64,1,9534882,0.03,0.029998,3.422,1105152,96,0
"com-lj.ungraph",8,1,5162432,0.03,0.03,1.986,714520,96,0
"com-lj.ungraph",91,1,10153328,0.03,0.029983,3.615,1180040,96,0
"com-lj.ungraph",1000,2,13723536,0.03,0.029973,12.598,2371544,96,0
"com-lj.ungraph",128,2,10670648,0.03,0.029997,3.993,1210172,96,0
"com-lj.ungraph",37,2,8468829,0.03,0.029992,3.661,1009712,96,0
"com-lj.ungraph",64,2,9446135,0.03,0.029998,4.152,1102788,96,0
"com-lj.ungraph",8,2,5141012,0.03,0.03,1.775,695036,96,0
"com-lj.ungraph",91,2,10148625,0.03,0.029983,3.979,1178032,96,0
"com-lj.ungraph",1000,3,13739571,0.03,0.029973,11.984,2364188,96,0
"com-lj.ungraph",128,3,10657896,0.03,0.029997,4.508,1234460,96,0
"com-lj.ungraph",37,3,8389227,0.03,0.029992,3.632,1013936,96,0
"com-lj.ungraph",64,3,9509988,0.03,0.029998,3.405,1094172,96,0
"com-lj.ungraph",8,3,5103248,0.03,0.03,1.533,664456,96,0
"com-lj.ungraph",91,3,10167594,0.03,0.029983,3.582,1185892,96,0
"com-lj.ungraph",1000,4,13726205,0.03,0.029973,11.901,2360756,96,0
"com-lj.ungraph",128,4,10657123,0.03,0.029997,4.044,1197608,96,0
"com-lj.ungraph",37,4,8417917,0.03,0.029992,4.03,1015860,96,0
"com-lj.ungraph",64,4,9460046,0.03,0.029998,2.995,1088496,96,0
"com-lj.ungraph",8,4,5141324,0.03,0.03,1.742,782852,96,0
"com-lj.ungraph",91,4,10172005,0.03,0.029983,3.56,1168704,96,0
"com-lj.ungraph",1000,5,13759822,0.03,0.029973,11.851,2381912,96,0
"com-lj.ungraph",128,5,10636537,0.03,0.029997,4.565,1225656,96,0
"com-lj.ungraph",37,5,8505330,0.03,0.029992,3.282,1006316,96,0
"com-lj.ungraph",64,5,9476656,0.03,0.029998,3.111,1100156,96,0
"com-lj.ungraph",8,5,5195897,0.03,0.03,1.797,780652,96,0
"com-lj.ungraph",91,5,10131014,0.03,0.029983,3.933,1180008,96,0
"com-orkut.ungraph",1000,1,67892006,0.03,0.029938,32.821,6918220,96,0
"com-orkut.ungraph",128,1,49741445,0.03,0.029994,14.721,4413228,96,0
"com-orkut.ungraph",37,1,37566435,0.03,0.029996,14.234,2255592,96,0
"com-orkut.ungraph",64,1,43008137,0.03,0.029994,11.92,3303520,96,0
"com-orkut.ungraph",8,1,22450363,0.03,0.029999,6.38,1492464,96,0
"com-orkut.ungraph",91,1,46731035,0.03,0.029971,15.334,4126552,96,0
"com-orkut.ungraph",1000,2,67678654,0.03,0.029938,35.913,6851956,96,0
"com-orkut.ungraph",128,2,49667627,0.03,0.029994,14.283,4326540,96,0
"com-orkut.ungraph",37,2,37528326,0.03,0.029996,13.827,2332964,96,0
"com-orkut.ungraph",64,2,43076442,0.03,0.029994,13.363,3335608,96,0
"com-orkut.ungraph",8,2,22591101,0.03,0.029999,5.791,1468212,96,0
"com-orkut.ungraph",91,2,46590374,0.03,0.029971,14.899,4089648,96,0
"com-orkut.ungraph",1000,3,67724227,0.03,0.029938,37.366,6895752,96,0
"com-orkut.ungraph",128,3,49440627,0.03,0.029994,17.233,4345864,96,0
"com-orkut.ungraph",37,3,37279084,0.03,0.029996,13.345,2334676,96,0
"com-orkut.ungraph",64,3,42941513,0.03,0.029994,12.345,3404016,96,0
"com-orkut.ungraph",8,3,22682732,0.03,0.029999,6.3,1427268,96,0
"com-orkut.ungraph",91,3,46735709,0.03,0.029971,14.284,4007428,96,0
"com-orkut.ungraph",1000,4,67803061,0.03,0.029938,32.549,6942788,96,0
"com-orkut.ungraph",128,4,49633817,0.03,0.029994,13.992,4442528,96,0
"com-orkut.ungraph",37,4,37141693,0.03,0.029996,14.228,2317248,96,0
"com-orkut.ungraph",64,4,43320666,0.03,0.029994,12.783,3322972,96,0
"com-orkut.ungraph",8,4,23645802,0.03,0.029999,6.257,1449464,96,0
"com-orkut.ungraph",91,4,46686734,0.03,0.029971,15.327,3922956,96,0
"com-orkut.ungraph",1000,5,67643354,0.03,0.029938,33.231,6891852,96,0
"com-orkut.ungraph",128,5,49716396,0.03,0.029994,15.044,4287800,96,0
"com-orkut.ungraph",37,5,37521269,0.03,0.029996,12.682,2220048,96,0
"com-orkut.ungraph",64,5,42822349,0.03,0.029994,11.929,3260352,96,0
"com-orkut.ungraph",8,5,23150368,0.03,0.029999,5.293,1518204,96,0
"com-orkut.ungraph",91,5,46763241,0.03,0.029971,14.651,4163780,96,0
"Cube_Coup_dt6",1000,1,10509195,0.03,0.029561,19.665,2808848,96,0
"Cube_Coup_dt6",128,1,4954720,0.03,0.029977,3.88,3210188,96,0
"Cube_Coup_dt6",37,1,2800730,0.03,0.029996,2.552,2168092,96,0
"Cube_Coup_dt6",64,1,3838557,0.03,0.029978,2.698,2569452,96,0
"Cube_Coup_dt6",8,1,1196456,0.03,0.029997,0.514,497664,96,0
"Cube_Coup_dt6",91,1,4201125,0.03,0.029972,3.051,2838604,96,0
"Cube_Coup_dt6",1000,2,10537535,0.03,0.029561,20.371,2836888,96,0
"Cube_Coup_dt6",128,2,4977560,0.03,0.029977,3.252,3159952,96,0
"Cube_Coup_dt6",37,2,2903531,0.03,0.029996,2.611,2126152,96,0
"Cube_Coup_dt6",64,2,3706614,0.03,0.029978,2.717,2667608,96,0
"Cube_Coup_dt6",8,2,1253695,0.03,0.029956,0.485,487584,96,0
"Cube_Coup_dt6",91,2,4306479,0.03,0.029972,3.152,3076388,96,0
"Cube_Coup_dt6",1000,3,10507885,0.03,0.029561,23.442,2852248,96,0
"Cube_Coup_dt6",128,3,4988014,0.03,0.029977,3.709,3174396,96,0
"Cube_Coup_dt6",37,3,2867619,0.03,0.029996,2.388,2142988,96,0
"Cube_Coup_dt6",64,3,3650712,0.03,0.029978,2.844,2608580,96,0
"Cube_Coup_dt6",8,3,1232925,0.03,0.029938,0.51,494368,96,0
"Cube_Coup_dt6",91,3,4272504,0.03,0.029972,3.011,2953488,96,0
"Cube_Coup_dt6",1000,4,10512787,0.03,0.029561,19.784,2882292,96,0
"Cube_Coup_dt6",128,4,4884045,0.03,0.029977,3.493,3091524,96,0
"Cube_Coup_dt6",37,4,2909420,0.03,0.029996,2.537,2136244,96,0
"Cube_Coup_dt6",64,4,3650882,0.03,0.029978,2.538,2467492,96,0
"Cube_Coup_dt6",8,4,1228100,0.03,0.029952,0.504,504340,96,0
"Cube_Coup_dt6",91,4,4277921,0.03,0.029972,3.308,3005276,96,0
"Cube_Coup_dt6",1000,5,10455514,0.03,0.029561,20.203,2863036,96,0
"Cube_Coup_dt6",128,5,4952220,0.03,0.029977,4.037,3116440,96,0
"Cube_Coup_dt6",37,5,2896467,0.03,0.029996,2.391,2135424,96,0
"Cube_Coup_dt6",64,5,3672248,0.03,0.029978,2.991,2676540,96,0
"Cube_Coup_dt6",8,5,1270791,0.03,0.029893,0.453,499084,96,0
"Cube_Coup_dt6",91,5,4332373,0.03,0.029972,3.086,2972736,96,0
"delaunay_n24",1000,1,456166,0.03,0.02998,2.304,1965724,96,0
"delaunay_n24",128,1,155571,0.03,0.029915,0.883,1702940,96,0
"delaunay_n24",37,1,79531,0.03,0.029982,0.738,1630036,96,0
"delaunay_n24",64,1,107543,0.03,0.029598,0.79,1686188,96,0
"delaunay_n24",8,1,28637,0.03,0.023794,0.662,1456236,96,0
"delaunay_n24",91,1,128820,0.03,0.029658,0.835,1686544,96,0
"delaunay_n24",1000,2,457929,0.03,0.02998,2.302,1941792,96,0
"delaunay_n24",128,2,156470,0.03,0.029999,0.892,1711168,96,0
"delaunay_n24",37,2,77188,0.03,0.029186,0.755,1646836,96,0
"delaunay_n24",64,2,106752,0.03,0.029713,0.796,1659804,96,0
"delaunay_n24",8,2,29702,0.03,0.028916,0.661,1456228,96,0
"delaunay_n24",91,2,129860,0.03,0.0291,0.832,1687428,96,0
"delaunay_n24",1000,3,456836,0.03,0.02998,2.287,1943464,96,0
"delaunay_n24",128,3,156480,0.03,0.029198,0.889,1690960,96,0
"delaunay_n24",37,3,78634,0.03,0.029506,0.765,1647568,96,0
"delaunay_n24",64,3,107390,0.03,0.029995,0.788,1681284,96,0
"delaunay_n24",8,3,29902,0.03,0.029493,0.661,1442052,96,0
"delaunay_n24",91,3,129378,0.03,0.029745,0.83,1696780,96,0
"delaunay_n24",1000,4,455794,0.03,0.02998,2.313,1942280,96,0
"delaunay_n24",128,4,155325,0.03,0.029999,0.88,1699008,96,0
"delaunay_n24",37,4,77318,0.03,0.027605,0.768,1642704,96,0
"delaunay_n24",64,4,106350,0.03,0.029434,0.793,1667472,96,0
"delaunay_n24",8,4,29239,0.03,0.024779,0.66,1463116,96,0
"delaunay_n24",91,4,129749,0.03,0.029751,0.832,1682620,96,0
"delaunay_n24",1000,5,456768,0.03,0.02998,2.318,1944908,96,0
"delaunay_n24",128,5,156499,0.03,0.028656,0.887,1695228,96,0
"delaunay_n24",37,5,77766,0.03,0.028315,0.751,1649608,96,0
"delaunay_n24",64,5,106159,0.03,0.029766,0.793,1651504,96,0
"delaunay_n24",8,5,29685,0.03,0.028532,0.672,1458964,96,0
"delaunay_n24",91,5,130749,0.03,0.029458,0.835,1678444,96,0
"dewiki-2013",1000,1,22421729,0.03,0.029354,8.072,2315556,96,0
"dewiki-2013",128,1,17311078,0.03,0.029987,3.671,1856304,96,0
"dewiki-2013",37,1,14347491,0.03,0.029989,3.69,1591932,96,0
"dewiki-2013",64,1,15589556,0.03,0.029987,3.363,1542292,96,0
"dewiki-2013",8,1,10482794,0.03,0.029998,1.56,612012,96,0
"dewiki-2013",91,1,16448324,0.03,0.029988,3.423,1719316,96,0
"dewiki-2013",1000,2,22404607,0.03,0.029354,8.325,2285572,96,0
"dewiki-2013",128,2,17344363,0.03,0.029987,3.997,1843792,96,0
"dewiki-2013",37,2,14432353,0.03,0.029989,3.481,1595460,96,0
"dewiki-2013",64,2,15633891,0.03,0.029987,3.319,1483516,96,0
"dewiki-2013",8,2,10511619,0.03,0.029998,2.05,654800,96,0
"dewiki-2013",91,2,16526655,0.03,0.029988,3.443,1722468,96,0
"dewiki-2013",1000,3,22411407,0.03,0.029354,9.657,2369532,96,0
"dewiki-2013",128,3,17374418,0.03,0.029987,3.646,1778600,96,0
"dewiki-2013",37,3,14458888,0.03,0.029989,4.029,1623096,96,0
"dewiki-2013",64,3,15605332,0.03,0.029987,2.956,1502144,96,0
"dewiki-2013",8,3,10584138,0.03,0.029998,2.431,681008,96,0
"dewiki-2013",91,3,16458510,0.03,0.029988,3.441,1746668,96,0
"dewiki-2013",1000,4,22364638,0.03,0.029354,8.028,2324296,96,0
"dewiki-2013",128,4,17356743,0.03,0.029987,3.835,1833904,96,0
"dewiki-2013",37,4,14284051,0.03,0.029989,3.9,1685660,96,0
"dewiki-2013",64,4,15650180,0.03,0.029987,3.379,1534180,96,0
"dewiki-2013",8,4,10460306,0.03,0.029998,1.538,626520,96,0
"dewiki-2013",91,4,16528196,0.03,0.029988,3.67,1729648,96,0
"dewiki-2013",1000,5,22378780,0.03,0.029354,7.709,2321672,96,0
"dewiki-2013",128,5,17373992,0.03,0.029987,3.889,1843892,96,0
"dewiki-2013",37,5,14324259,0.03,0.029989,3.572,1624768,96,0
"dewiki-2013",64,5,15577801,0.03,0.029987,3.524,1529120,96,0
"dewiki-2013",8,5,10704257,0.03,0.029998,2.018,654308,96,0
"dewiki-2013",91,5,16468484,0.03,0.029988,3.708,1735608,96,0
"dielFilterV3real",1000,1,8991294,0.03,0.029918,10.189,2609836,96,0
"dielFilterV3real",128,1,3750070,0.03,0.029944,1.787,1991992,96,0
"dielFilterV3real",37,1,1793843,0.03,0.029993,1.142,1407680,96,0
"dielFilterV3real",64,1,2507146,0.03,0.029944,1.235,1850528,96,0
"dielFilterV3real",8,1,600837,0.03,0.029996,0.23,445964,96,0
"dielFilterV3real",91,1,3072022,0.03,0.029953,1.504,1993968,96,0
"dielFilterV3real",1000,2,9038507,0.03,0.029918,9.928,2703744,96,0
"dielFilterV3real",128,2,3701848,0.03,0.029944,1.698,2032732,96,0
"dielFilterV3real",37,2,1889215,0.03,0.029993,1.192,1405440,96,0
"dielFilterV3real",64,2,2545413,0.03,0.029944,1.307,1746120,96,0
"dielFilterV3real",8,2,591481,0.03,0.029981,0.218,442244,96,0
"dielFilterV3real",91,2,3101699,0.03,0.029953,1.603,1934264,96,0
"dielFilterV3real",1000,3,9009776,0.03,0.029918,10.285,2675564,96,0
"dielFilterV3real",128,3,3726137,0.03,0.029944,1.753,2014232,96,0
"dielFilterV3real",37,3,1862471,0.03,0.029993,1.158,1387960,96,0
"dielFilterV3real",64,3,2556813,0.03,0.029944,1.244,1791972,96,0
"dielFilterV3real",8,3,609455,0.03,0.029989,0.225,436732,96,0
"dielFilterV3real",91,3,3039016,0.03,0.029953,1.514,1980996,96,0
"dielFilterV3real",1000,4,9025078,0.03,0.029918,10.338,2697780,96,0
"dielFilterV3real",128,4,3761737,0.03,0.029944,1.743,1989728,96,0
"dielFilterV3real",37,4,1822712,0.03,0.029993,1.152,1417228,96,0
"dielFilterV3real",64,4,2504267,0.03,0.029944,1.233,1780084,96,0
"dielFilterV3real",8,4,638064,0.03,0.029996,0.242,434088,96,0
"dielFilterV3real",91,4,3053614,0.03,0.029953,1.501,1985356,96,0
"dielFilterV3real",1000,5,8982544,0.03,0.029918,10.463,2607360,96,0
"dielFilterV3real",128,5,3716824,0.03,0.029944,1.789,1973996,96,0
"dielFilterV3real",37,5,1880473,0.03,0.029993,1.185,1456528,96,0
"dielFilterV3real",64,5,2483001,0.03,0.029944,1.286,1768820,96,0
"dielFilterV3real",8,5,598809,0.03,0.029996,0.219,454524,96,0
"dielFilterV3real",91,5,3071167,0.03,0.029953,1.518,1980956,96,0
"enwiki-2022",1000,1,84789306,0.03,0.029878,36.932,6400704,96,0
"enwiki-2022",128,1,61783650,0.03,0.029986,15.119,4245044,96,0
"enwiki-2022",37,1,49292074,0.03,0.029999,13.978,2555348,96,0
"enwiki-2022",64,1,54921048,0.03,0.029996,13.451,3986248,96,0
"enwiki-2022",8,1,33003831,0.03,0.029999,6.394,1715712,96,0
"enwiki-2022",91,1,58641837,0.03,0.029994,18.403,3541396,96,0
"enwiki-2022",1000,2,84765779,0.03,0.029878,38.897,7058856,96,0
"enwiki-2022",128,2,62035795,0.03,0.029986,16.473,4298864,96,0
"enwiki-2022",37,2,49691008,0.03,0.029999,13.721,2604424,96,0
"enwiki-2022",64,2,54886696,0.03,0.029996,10.174,2209288,96,0
"enwiki-2022",8,2,32875979,0.03,0.029999,5.709,1726464,96,0
"enwiki-2022",91,2,58712132,0.03,0.029994,18.44,3536904,96,0
"enwiki-2022",1000,3,84746602,0.03,0.029878,36.203,6237320,96,0
"enwiki-2022",128,3,61738059,0.03,0.029986,17.04,4242048,96,0
"enwiki-2022",37,3,49717824,0.03,0.029999,16.322,2662480,96,0
"enwiki-2022",64,3,54876761,0.03,0.029996,14.106,4026004,96,0
"enwiki-2022",8,3,33536708,0.03,0.029999,6.542,1720320,96,0
"enwiki-2022",91,3,58541548,0.03,0.029994,16.245,3583040,96,0
"enwiki-2022",1000,4,84607747,0.03,0.029878,40.721,6389652,96,0
"enwiki-2022",128,4,61847553,0.03,0.029986,14.755,4229444,96,0
"enwiki-2022",37,4,49741080,0.03,0.029999,13.73,2571620,96,0
"enwiki-2022",64,4,54905361,0.03,0.029996,13.34,3959652,96,0
"enwiki-2022",8,4,33517209,0.03,0.029999,6.699,1732608,96,0
"enwiki-2022",91,4,58939534,0.03,0.029994,18.348,3547952,96,0
"enwiki-2022",1000,5,84622337,0.03,0.029878,38.79,7010320,96,0
"enwiki-2022",128,5,61468245,0.03,0.029986,12.879,4224740,96,0
"enwiki-2022",37,5,49387631,0.03,0.029999,13.592,2586540,96,0
"enwiki-2022",64,5,54970868,0.03,0.029996,12.1,3972600,96,0
"enwiki-2022",8,5,33146783,0.03,0.029999,6.533,1711104,96,0
"enwiki-2022",91,5,59002431,0.03,0.029994,18.446,3623800,96,0
"eswiki-2013",1000,1,15521657,0.03,0.029805,7.411,1843140,96,0
"eswiki-2013",128,1,12277208,0.03,0.029992,2.451,1430360,96,0
"eswiki-2013",37,1,9878050,0.03,0.029967,2.277,946532,96,0
"eswiki-2013",64,1,11025158,0.03,0.029994,1.911,1153844,96,0
"eswiki-2013",8,1,6584355,0.03,0.029996,1.653,812264,96,0
"eswiki-2013",91,1,11825591,0.03,0.029929,2.158,1236588,96,0
"eswiki-2013",1000,2,15542253,0.03,0.029805,6.298,1872056,96,0
"eswiki-2013",128,2,12390020,0.03,0.029992,2.403,1415812,96,0
"eswiki-2013",37,2,9901044,0.03,0.029967,2.131,959468,96,0
"eswiki-2013",64,2,10975405,0.03,0.029994,1.851,1079092,96,0
"eswiki-2013",8,2,6654696,0.03,0.029996,1.823,795612,96,0
"eswiki-2013",91,2,11785877,0.03,0.029929,2.37,1422436,96,0
"eswiki-2013",1000,3,15556757,0.03,0.029805,7.25,1804756,96,0
"eswiki-2013",128,3,12372382,0.03,0.029992,2.357,1414812,96,0
"eswiki-2013",37,3,9869230,0.03,0.029967,1.966,933192,96,0
"eswiki-2013",64,3,11042095,0.03,0.029994,2.074,1101460,96,0
"eswiki-2013",8,3,6564443,0.03,0.029996,1.655,787668,96,0
"eswiki-2013",91,3,11721868,0.03,0.029929,2.22,1336132,96,0
"eswiki-2013",1000,4,15540983,0.03,0.029805,7.253,1833840,96,0
"eswiki-2013",128,4,12362812,0.03,0.029992,2.274,1431280,96,0
"eswiki-2013",37,4,9876919,0.03,0.029967,2.262,944716,96,0
"eswiki-2013",64,4,10980380,0.03,0.029994,1.761,1081116,96,0
"eswiki-2013",8,4,6651174,0.03,0.029996,2.015,799576,96,0
"eswiki-2013",91,4,11821676,0.03,0.029929,2.292,1272632,96,0
"eswiki-2013",1000,5,15539014,0.03,0.029805,7.414,1768316,96,0
"eswiki-2013",128,5,12352043,0.03,0.029992,2.524,1431160,96,0
"eswiki-2013",37,5,9897712,0.03,0.029967,2.005,941232,96,0
"eswiki-2013",64,5,10995185,0.03,0.029994,2.055,1110436,96,0
"eswiki-2013",8,5,6685840,0.03,0.029996,1.969,786300,96,0
"eswiki-2013",91,5,11745069,0.03,0.029929,2.357,1419684,96,0
"europe.osm",1000,1,22805,0.03,0.02518,1.618,3363216,96,0
"europe.osm",128,1,5577,0.03,0.027306,1.447,3257752,96,0
"europe.osm",37,1,2346,0.03,0.027228,1.378,3047380,96,0
"europe.osm",64,1,3398,0.03,0.026047,1.396,3042160,96,0
"europe.osm",8,1,722,0.03,0.0236,1.355,3027596,96,0
"europe.osm",91,1,4451,0.03,0.02806,1.435,3210180,96,0
"europe.osm",1000,2,22824,0.03,0.026889,1.597,3361248,96,0
"europe.osm",128,2,5700,0.03,0.028488,1.429,3236148,96,0
"europe.osm",37,2,2445,0.03,0.025853,1.388,3041924,96,0
"europe.osm",64,2,3381,0.03,0.027141,1.394,3060448,96,0
"europe.osm",8,2,698,0.03,0.026701,1.354,3073276,96,0
"europe.osm",91,2,4569,0.03,0.027549,1.428,3226480,96,0
