Graph,K,Seed,Cut,Epsilon,Imbalance,Time,MaxRSS,Threads,Failed
"europe.osm",1000,3,22855,0.03,0.026162,1.596,3312268,96,0
"europe.osm",128,3,5556,0.03,0.027839,1.436,3264684,96,0
"europe.osm",37,3,2396,0.03,0.023924,1.39,3039632,96,0
"europe.osm",64,3,3448,0.03,0.027809,1.395,3051008,96,0
"europe.osm",8,3,741,0.03,0.028672,1.351,3023344,96,0
"europe.osm",91,3,4587,0.03,0.027006,1.433,3222492,96,0
"europe.osm",1000,4,22758,0.03,0.026889,1.629,3358660,96,0
"europe.osm",128,4,5632,0.03,0.026557,1.43,3270860,96,0
"europe.osm",37,4,2360,0.03,0.027879,1.393,3032648,96,0
"europe.osm",64,4,3396,0.03,0.026341,1.392,3066888,96,0
"europe.osm",8,4,715,0.03,0.027154,1.371,3029324,96,0
"europe.osm",91,4,4403,0.03,0.026668,1.432,3195760,96,0
"europe.osm",1000,5,22730,0.03,0.026025,1.648,3316052,96,0
"europe.osm",128,5,5594,0.03,0.02975,1.445,3259904,96,0
"europe.osm",37,5,2356,0.03,0.025311,1.393,3045720,96,0
"europe.osm",64,5,3504,0.03,0.028024,1.401,3067536,96,0
"europe.osm",8,5,738,0.03,0.027947,1.357,3032152,96,0
"europe.osm",91,5,4589,0.03,0.026103,1.433,3224492,96,0
"Flan_1565",1000,1,10283099,0.03,0.029393,11.739,3359824,96,0
"Flan_1565",128,1,3647436,0.03,0.029939,1.528,2439052,96,0
"Flan_1565",37,1,1891913,0.03,0.029982,2.108,2277504,96,0
"Flan_1565",64,1,2357558,0.03,0.02998,2.052,2577004,96,0
"Flan_1565",8,1,512352,0.03,0.022975,1.098,1088772,96,0
"Flan_1565",91,1,2973871,0.03,0.029949,2.25,2914320,96,0
"Flan_1565",1000,2,10297918,0.03,0.029393,11.404,3375116,96,0
"Flan_1565",128,2,3645020,0.03,0.029939,1.656,2557704,96,0
"Flan_1565",37,2,1764143,0.03,0.029982,2.142,2239528,96,0
"Flan_1565",64,2,2382418,0.03,0.02998,2.015,2679588,96,0
"Flan_1565",8,2,503181,0.03,0.019555,1.132,1066616,96,0
"Flan_1565",91,2,2992866,0.03,0.029949,2.435,2815272,96,0
"Flan_1565",1000,3,10277354,0.03,0.029393,11.894,3442624,96,0
"Flan_1565",128,3,3597104,0.03,0.029939,1.53,2550508,96,0
"Flan_1565",37,3,1770278,0.03,0.028681,2.14,2298416,96,0
"Flan_1565",64,3,2365472,0.03,0.02998,2.107,2599616,96,0
"Flan_1565",8,3,471879,0.03,0.028972,1.098,1083040,96,0
"Flan_1565",91,3,2985207,0.03,0.028611,2.282,2877068,96,0
"Flan_1565",1000,4,10255872,0.03,0.029393,11.506,3379892,96,0
"Flan_1565",128,4,3625682,0.03,0.029939,1.556,2532408,96,0
"Flan_1565",37,4,1785072,0.03,0.025797,2.135,2207036,96,0
"Flan_1565",64,4,2391290,0.03,0.029857,2.043,2672708,96,0
"Flan_1565",8,4,463274,0.03,0.02614,1.104,1070616,96,0
"Flan_1565",91,4,2933381,0.03,0.029833,2.235,2906712,96,0
"Flan_1565",1000,5,10280532,0.03,0.029393,11.525,3357988,96,0
"Flan_1565",128,5,3622184,0.03,0.029939,1.803,2662744,96,0
"Flan_1565",37,5,1792819,0.03,0.026081,2.139,2332040,96,0
"Flan_1565",64,5,2381649,0.03,0.02998,2.025,2688652,96,0
"Flan_1565",8,5,465201,0.03,0.021334,1.113,1052880,96,0
"Flan_1565",91,5,2964954,0.03,0.029949,2.224,2839924,96,0
"frwiki-2013",1000,1,21083104,0.03,0.029564,6.922,2176472,96,0
"frwiki-2013",128,1,16201272,0.03,0.029916,3.603,1740696,96,0
"frwiki-2013",37,1,13361408,0.03,0.029993,3.626,1541060,96,0
"frwiki-2013",64,1,14599113,0.03,0.029963,3.301,1735740,96,0
"frwiki-2013",8,1,9164883,0.03,0.029999,2.846,1039268,96,0
"frwiki-2013",91,1,15360746,0.03,0.02995,3.414,1608776,96,0
"frwiki-2013",1000,2,21104873,0.03,0.029564,7.108,2201916,96,0
"frwiki-2013",128,2,16119476,0.03,0.029916,3.634,1729988,96,0
"frwiki-2013",37,2,13377330,0.03,0.029993,3.398,1508884,96,0
"frwiki-2013",64,2,14485822,0.03,0.029963,3.246,1741056,96,0
"frwiki-2013",8,2,9289020,0.03,0.029999,2.993,1056672,96,0
"frwiki-2013",91,2,15478723,0.03,0.02995,3.375,1562596,96,0
"frwiki-2013",1000,3,21080743,0.03,0.029564,7.147,2255076,96,0
"frwiki-2013",128,3,16117285,0.03,0.029916,3.344,1746300,96,0
"frwiki-2013",37,3,13380429,0.03,0.029993,3.263,1485304,96,0
"frwiki-2013",64,3,14414903,0.03,0.029963,2.967,1777364,96,0
"frwiki-2013",8,3,9107287,0.03,0.029999,2.89,1021756,96,0
"frwiki-2013",91,3,15383597,0.03,0.02995,3.337,1633776,96,0
"frwiki-2013",1000,4,21079082,0.03,0.029564,7.166,2189284,96,0
"frwiki-2013",128,4,16120890,0.03,0.029916,3.61,1728232,96,0
"frwiki-2013",37,4,13289116,0.03,0.029993,3.351,1403032,96,0
"frwiki-2013",64,4,14593662,0.03,0.029963,2.9,1728496,96,0
"frwiki-2013",8,4,9155138,0.03,0.029999,3.666,1036152,96,0
"frwiki-2013",91,4,15433936,0.03,0.02995,3.841,1652788,96,0
"frwiki-2013",1000,5,21059314,0.03,0.029564,7.41,2261368,96,0
"frwiki-2013",128,5,16183442,0.03,0.029916,3.579,1699608,96,0
"frwiki-2013",37,5,13273728,0.03,0.029993,3.704,1478144,96,0
"frwiki-2013",64,5,14502907,0.03,0.029963,3.214,1747492,96,0
"frwiki-2013",8,5,9273677,0.03,0.029999,2.488,1027408,96,0
"frwiki-2013",91,5,15378573,0.03,0.02995,3.288,1610976,96,0
"Geo_1438",1000,1,5234709,0.03,0.029903,9.317,2026608,96,0
"Geo_1438",128,1,2397640,0.03,0.029996,1.718,1902756,96,0
"Geo_1438",37,1,1281116,0.03,0.029976,1.184,1354124,96,0
"Geo_1438",64,1,1704999,0.03,0.029997,1.396,1653988,96,0
"Geo_1438",8,1,508700,0.03,0.029998,0.258,383860,96,0
"Geo_1438",91,1,2092221,0.03,0.029996,1.539,1826796,96,0
"Geo_1438",1000,2,5214680,0.03,0.029903,11.005,2018312,96,0
"Geo_1438",128,2,2386877,0.03,0.029996,1.574,1812208,96,0
"Geo_1438",37,2,1280364,0.03,0.029976,1.179,1324460,96,0
"Geo_1438",64,2,1719320,0.03,0.029997,1.176,1520260,96,0
"Geo_1438",8,2,493922,0.03,0.029998,0.262,382368,96,0
"Geo_1438",91,2,2064931,0.03,0.029996,1.458,1812336,96,0
"Geo_1438",1000,3,5268012,0.03,0.029903,10.649,2038004,96,0
"Geo_1438",128,3,2418139,0.03,0.029996,1.844,1861200,96,0
"Geo_1438",37,3,1270987,0.03,0.029976,1.188,1355664,96,0
"Geo_1438",64,3,1742226,0.03,0.029997,1.19,1634464,96,0
"Geo_1438",8,3,518348,0.03,0.029998,0.264,400504,96,0
"Geo_1438",91,3,2032715,0.03,0.029996,1.445,1818544,96,0
"Geo_1438",1000,4,5241245,0.03,0.029903,10.736,2056912,96,0
"Geo_1438",128,4,2371364,0.03,0.029996,1.729,1887956,96,0
"Geo_1438",37,4,1290222,0.03,0.029976,1.197,1338060,96,0
"Geo_1438",64,4,1709781,0.03,0.029997,1.277,1603300,96,0
"Geo_1438",8,4,494510,0.03,0.029998,0.239,390740,96,0
"Geo_1438",91,4,2034203,0.03,0.029996,1.442,1814940,96,0
"Geo_1438",1000,5,5251316,0.03,0.029903,10.696,2069900,96,0
"Geo_1438",128,5,2355862,0.03,0.029996,1.764,1850300,96,0
"Geo_1438",37,5,1256722,0.03,0.029976,1.239,1324972,96,0
"Geo_1438",64,5,1670526,0.03,0.029997,1.194,1607176,96,0
"Geo_1438",8,5,524622,0.03,0.029998,0.251,390444,96,0
"Geo_1438",91,5,2025781,0.03,0.029996,1.52,1749988,96,0
"hollywood-2011",1000,1,63103683,0.03,0.029803,20.269,3941928,96,0
"hollywood-2011",128,1,38103147,0.03,0.029992,6.948,2179448,96,0
"hollywood-2011",37,1,26698985,0.03,0.029997,3.602,1088856,96,0
"hollywood-2011",64,1,32037133,0.03,0.029993,4.61,1189496,96,0
"hollywood-2011",8,1,14869841,0.03,0.029997,2.181,1035264,96,0
"hollywood-2011",91,1,34741892,0.03,0.02996,6.83,2010288,96,0
"hollywood-2011",1000,2,63168672,0.03,0.029803,20.09,3936640,96,0
"hollywood-2011",128,2,38097598,0.03,0.029992,6.692,2229628,96,0
"hollywood-2011",37,2,26345798,0.03,0.029997,3.628,1076460,96,0
"hollywood-2011",64,2,32238932,0.03,0.029993,4.592,1196148,96,0
"hollywood-2011",8,2,14719296,0.03,0.029997,2.294,1039872,96,0
"hollywood-2011",91,2,34494784,0.03,0.02996,6.665,2019060,96,0
"hollywood-2011",1000,3,63132420,0.03,0.029803,20.65,3925032,96,0
"hollywood-2011",128,3,38146592,0.03,0.029992,6.919,2211892,96,0
"hollywood-2011",37,3,26512942,0.03,0.029997,3.442,1101144,96,0
"hollywood-2011",64,3,32017488,0.03,0.029993,4.439,1203368,96,0
"hollywood-2011",8,3,14149547,0.03,0.029997,2.155,1030656,96,0
"hollywood-2011",91,3,34241862,0.03,0.02996,6.202,2019748,96,0
"hollywood-2011",1000,4,63270113,0.03,0.029803,19.235,3944104,96,0
"hollywood-2011",128,4,37583926,0.03,0.029992,6.702,2225768,96,0
"hollywood-2011",37,4,26586366,0.03,0.029997,3.754,1076512,96,0
"hollywood-2011",64,4,32077672,0.03,0.029993,4.61,1184364,96,0
"hollywood-2011",8,4,14456998,0.03,0.029997,2.137,1042944,96,0
"hollywood-2011",91,4,35419798,0.03,0.02996,7.008,2011548,96,0
"hollywood-2011",1000,5,63057416,0.03,0.029803,19.957,3901708,96,0
"hollywood-2011",128,5,38380263,0.03,0.029992,6.951,2218952,96,0
"hollywood-2011",37,5,26507854,0.03,0.029997,3.465,1095936,96,0
"hollywood-2011",64,5,32082985,0.03,0.029993,4.744,1185828,96,0
"hollywood-2011",8,5,14306486,0.03,0.029997,2.136,1033728,96,0
"hollywood-2011",91,5,34655008,0.03,0.02996,6.743,2000320,96,0
"Hook_1498",1000,1,4662867,0.03,0.029353,8.299,1665660,96,0
"Hook_1498",128,1,1984614,0.03,0.02999,1.2,1560624,96,0
"Hook_1498",37,1,1061324,0.03,0.029984,0.776,992892,96,0
"Hook_1498",64,1,1415990,0.03,0.029991,0.982,1263108,96,0
"Hook_1498",8,1,438826,0.03,0.029997,0.206,388840,96,0
"Hook_1498",91,1,1752612,0.03,0.029948,1.148,1456644,96,0
"Hook_1498",1000,2,4660941,0.03,0.029353,8.346,1653352,96,0
"Hook_1498",128,2,1976772,0.03,0.02999,1.235,1571436,96,0
"Hook_1498",37,2,1040667,0.03,0.029984,0.79,953404,96,0
"Hook_1498",64,2,1452226,0.03,0.029991,0.919,1278540,96,0
"Hook_1498",8,2,391121,0.03,0.029997,0.209,382796,96,0
"Hook_1498",91,2,1679929,0.03,0.029948,1.028,1503872,96,0
"Hook_1498",1000,3,4671968,0.03,0.029353,8.353,1671860,96,0
"Hook_1498",128,3,1996092,0.03,0.02999,1.196,1549840,96,0
"Hook_1498",37,3,1066671,0.03,0.029984,0.793,982136,96,0
"Hook_1498",64,3,1393321,0.03,0.029991,0.857,1266912,96,0
"Hook_1498",8,3,427673,0.03,0.029992,0.214,384116,96,0
"Hook_1498",91,3,1680032,0.03,0.029948,1.041,1456396,96,0
"Hook_1498",1000,4,4671756,0.03,0.029353,8.354,1652944,96,0
"Hook_1498",128,4,1990643,0.03,0.02999,1.199,1570224,96,0
"Hook_1498",37,4,1021960,0.03,0.029984,0.823,987432,96,0
"Hook_1498",64,4,1420447,0.03,0.029991,0.837,1159976,96,0
"Hook_1498",8,4,408663,0.03,0.029981,0.213,380568,96,0
"Hook_1498",91,4,1659531,0.03,0.029948,1.032,1429328,96,0
"Hook_1498",1000,5,4682157,0.03,0.029353,8.28,1664740,96,0
"Hook_1498",128,5,1982189,0.03,0.02999,1.205,1563668,96,0
"Hook_1498",37,5,1069433,0.03,0.029984,0.754,995352,96,0
"Hook_1498",64,5,1400039,0.03,0.029991,0.917,1288008,96,0
"Hook_1498",8,5,386414,0.03,0.029997,0.219,387048,96,0
"Hook_1498",91,5,1665128,0.03,0.029948,1.108,1468516,96,0
"HV15R",1000,1,39628871,0.03,0.029732,43.312,6829016,96,0
"HV15R",128,1,19126151,0.03,0.029949,8.468,6879068,96,0
"HV15R",37,1,11355722,0.03,0.029989,9.938,5817152,96,0
"HV15R",64,1,14132967,0.03,0.029982,10.144,6974200,96,0
"HV15R",8,1,4600871,0.03,0.029998,6.837,3136868,96,0
"HV15R",91,1,17152453,0.03,0.029999,12.017,7343292,96,0
"HV15R",1000,2,39663816,0.03,0.029732,41.124,6858868,96,0
"HV15R",128,2,18894556,0.03,0.029949,8.149,6639404,96,0
"HV15R",37,2,11251299,0.03,0.029989,9.531,5857452,96,0
"HV15R",64,2,14490575,0.03,0.029982,10.81,6967668,96,0
"HV15R",8,2,4230888,0.03,0.029998,6.584,3134220,96,0
"HV15R",91,2,16438364,0.03,0.029999,11.325,7408204,96,0
"HV15R",1000,3,40060584,0.03,0.029732,40.911,6857712,96,0
"HV15R",128,3,18898217,0.03,0.029949,8.022,6607140,96,0
"HV15R",37,3,11074645,0.03,0.029989,9.757,5619996,96,0
"HV15R",64,3,14157180,0.03,0.029982,10.603,6772916,96,0
"HV15R",8,3,4128532,0.03,0.029998,6.545,3151264,96,0
"HV15R",91,3,16676578,0.03,0.029999,11.174,7254004,96,0
"HV15R",1000,4,39516671,0.03,0.029732,49.71,6910916,96,0
"HV15R",128,4,19692529,0.03,0.029949,9.032,6712324,96,0
"HV15R",37,4,11427318,0.03,0.029989,10.197,5700608,96,0
"HV15R",64,4,14370029,0.03,0.029982,9.633,7002864,96,0
"HV15R",8,4,3991005,0.03,0.029998,6.578,3188148,96,0
"HV15R",91,4,16483169,0.03,0.029999,11.044,7204068,96,0
"HV15R",1000,5,40098526,0.03,0.029732,41.461,6863100,96,0
"HV15R",128,5,19007288,0.03,0.029949,7.914,6569012,96,0
"HV15R",37,5,11043757,0.03,0.029989,9.872,5895688,96,0
"HV15R",64,5,14035293,0.03,0.029982,10.058,6570276,96,0
"HV15R",8,5,3925649,0.03,0.029998,6.625,3122820,96,0
"HV15R",91,5,16201213,0.03,0.029999,11.212,7656868,96,0
"imdb-2021",1000,1,1300777,0.03,0.029696,1.748,786296,96,0
"imdb-2021",128,1,610489,0.03,0.029989,0.67,532708,96,0
"imdb-2021",37,1,392647,0.03,0.029994,0.586,526020,96,0
"imdb-2021",64,1,478949,0.03,0.029989,0.617,493072,96,0
"imdb-2021",8,1,192496,0.03,0.029999,0.338,489284,96,0
"imdb-2021",91,1,568409,0.03,0.029975,0.652,518572,96,0
"imdb-2021",1000,2,1293656,0.03,0.029696,1.958,797780,96,0
"imdb-2021",128,2,611237,0.03,0.029989,0.779,539328,96,0
"imdb-2021",37,2,444751,0.03,0.029994,0.638,535980,96,0
"imdb-2021",64,2,465011,0.03,0.029989,0.608,502444,96,0
"imdb-2021",8,2,163379,0.03,0.029999,0.319,478464,96,0
"imdb-2021",91,2,539476,0.03,0.029975,0.699,528404,96,0
"imdb-2021",1000,3,1302603,0.03,0.029696,1.767,796164,96,0
"imdb-2021",128,3,639523,0.03,0.029989,0.802,542780,96,0
"imdb-2021",37,3,390535,0.03,0.029994,0.569,536748,96,0
"imdb-2021",64,3,489579,0.03,0.029989,0.629,512980,96,0
"imdb-2021",8,3,199203,0.03,0.029999,0.369,503592,96,0
"imdb-2021",91,3,551744,0.03,0.029975,0.712,529360,96,0
"imdb-2021",1000,4,1297548,0.03,0.029696,1.718,807684,96,0
"imdb-2021",128,4,630256,0.03,0.029989,0.696,537336,96,0
"imdb-2021",37,4,428617,0.03,0.029994,0.622,535012,96,0
"imdb-2021",64,4,506344,0.03,0.029989,0.653,509180,96,0
"imdb-2021",8,4,162657,0.03,0.029999,0.321,501460,96,0
"imdb-2021",91,4,579994,0.03,0.029975,0.756,521680,96,0
"imdb-2021",1000,5,1294556,0.03,0.029696,1.73,800992,96,0
"imdb-2021",128,5,632514,0.03,0.029989,0.798,534288,96,0
"imdb-2021",37,5,450430,0.03,0.029994,0.627,538476,96,0
"imdb-2021",64,5,506321,0.03,0.029989,0.64,507908,96,0
"imdb-2021",8,5,209312,0.03,0.029999,0.343,473256,96,0
"imdb-2021",91,5,551613,0.03,0.029975,0.676,518176,96,0
"indochina-2004",1000,1,9872783,0.03,0.029939,6.793,4886344,96,0
"indochina-2004",128,1,2876647,0.03,0.029985,1.131,1437696,96,0
"indochina-2004",37,1,1101373,0.03,0.03,0.903,1434624,96,0
"indochina-2004",64,1,1988421,0.03,0.029994,0.925,1433088,96,0
"indochina-2004",8,1,253822,0.03,0.029999,0.55,1428480,96,0
"indochina-2004",91,1,2468320,0.03,0.029994,0.899,1440768,96,0
"indochina-2004",1000,2,10118220,0.03,0.029939,14.77,4593328,96,0
"indochina-2004",128,2,2854441,0.03,0.029985,3.702,1675648,96,0
"indochina-2004",37,2,1146797,0.03,0.03,0.792,1443840,96,0
"indochina-2004",64,2,2092355,0.03,0.029994,0.765,1445376,96,0
"indochina-2004",8,2,245546,0.03,0.029999,0.573,1451520,96,0
"indochina-2004",91,2,2657264,0.03,0.029994,1.208,1440768,96,0
"indochina-2004",1000,3,9799430,0.03,0.029939,8.547,4528396,96,0
"indochina-2004",128,3,2877021,0.03,0.029985,1.013,1428480,96,0
"indochina-2004",37,3,1100145,0.03,0.03,0.716,1426944,96,0
"indochina-2004",64,3,1956990,0.03,0.029994,0.987,1436160,96,0
"indochina-2004",8,3,241216,0.03,0.029998,0.528,1430016,96,0
"indochina-2004",91,3,2563332,0.03,0.029994,0.987,1430016,96,0
"indochina-2004",1000,4,9899970,0.03,0.029939,14.43,4520408,96,0
"indochina-2004",128,4,2805168,0.03,0.029985,1.725,1482280,96,0
"indochina-2004",37,4,1094121,0.03,0.03,0.666,1428480,96,0
"indochina-2004",64,4,1953127,0.03,0.029994,0.874,1440768,96,0
"indochina-2004",8,4,236377,0.03,0.029999,0.513,1420800,96,0
"indochina-2004",91,4,2380947,0.03,0.029994,1.561,1436928,96,0
"indochina-2004",1000,5,9814260,0.03,0.029939,11.031,4845976,96,0
"indochina-2004",128,5,3017648,0.03,0.029985,1.169,1428480,96,0
"indochina-2004",37,5,1129717,0.03,0.03,0.776,1434624,96,0
"indochina-2004",64,5,1993303,0.03,0.029994,0.871,1419264,96,0
"indochina-2004",8,5,242655,0.03,0.029999,0.529,1422336,96,0
"indochina-2004",91,5,2431516,0.03,0.029994,0.942,1439232,96,0
"it-2004",1000,1,40824218,0.03,0.029982,110.453,13088464,96,0
"it-2004",128,1,22933496,0.03,0.029998,4.035,10403660,96,0
"it-2004",37,1,10119067,0.03,0.029999,2.794,10384760,96,0
"it-2004",64,1,17032545,0.03,0.029999,2.842,10397956,96,0
"it-2004",8,1,2616117,0.03,0.029711,2.445,10378312,96,0
"it-2004",91,1,20697875,0.03,0.029999,3.508,10371532,96,0
"it-2004",1000,2,40869136,0.03,0.029982,24.602,11621276,96,0
"it-2004",128,2,22811105,0.03,0.029998,3.971,10371356,96,0
"it-2004",37,2,10073933,0.03,0.029999,2.795,10389820,96,0
"it-2004",64,2,17398430,0.03,0.029999,3.319,10373080,96,0
"it-2004",8,2,2685657,0.03,0.029999,2.422,10356360,96,0
"it-2004",91,2,20666533,0.03,0.029999,3.517,10386912,96,0
"it-2004",1000,3,40718067,0.03,0.029982,153.443,12960860,96,0
"it-2004",128,3,22794536,0.03,0.029998,4.81,10396684,96,0
"it-2004",37,3,10323157,0.03,0.029999,2.77,10392488,96,0
"it-2004",64,3,17560275,0.03,0.029999,3.462,10387660,96,0
"it-2004",8,3,2685575,0.03,0.029995,2.463,10361476,96,0
"it-2004",91,3,20640740,0.03,0.029999,4.296,10399040,96,0
"it-2004",1000,4,40645529,0.03,0.029982,27.185,11646764,96,0
"it-2004",128,4,22774353,0.03,0.029998,4.034,10392044,96,0
"it-2004",37,4,10186679,0.03,0.029999,2.871,10403596,96,0
"it-2004",64,4,17344521,0.03,0.029999,2.585,10356436,96,0
"it-2004",8,4,2805156,0.03,0.029995,2.544,10396204,96,0
"it-2004",91,4,20776857,0.03,0.029999,3.776,10386092,96,0
"it-2004",1000,5,40466874,0.03,0.029982,24.45,11499004,96,0
"it-2004",128,5,22591160,0.03,0.029998,4.838,10373480,96,0
"it-2004",37,5,10223083,0.03,0.029999,2.775,10361188,96,0
"it-2004",64,5,17603238,0.03,0.029999,2.885,10411860,96,0
"it-2004",8,5,2743296,0.03,0.03,2.458,10365232,96,0
"it-2004",91,5,20483712,0.03,0.029999,3.68,10368388,96,0
"itwiki-2013",1000,1,16642228,0.03,0.029499,6.343,1794492,96,0
"itwiki-2013",128,1,12963144,0.03,0.029956,2.467,1454452,96,0
"itwiki-2013",37,1,10757410,0.03,0.029982,2.992,1207928,96,0
"itwiki-2013",64,1,11680615,0.03,0.029958,2.556,1358948,96,0
"itwiki-2013",8,1,7389332,0.03,0.029998,2.615,909588,96,0
"itwiki-2013",91,1,12373757,0.03,0.029978,2.215,1315440,96,0
"itwiki-2013",1000,2,16686460,0.03,0.029499,6.164,1882576,96,0
"itwiki-2013",128,2,12961127,0.03,0.029956,2.836,1432348,96,0
"itwiki-2013",37,2,10755965,0.03,0.029982,2.904,1291252,96,0
"itwiki-2013",64,2,11673513,0.03,0.029958,2.765,1408040,96,0
"itwiki-2013",8,2,7489588,0.03,0.029998,2.463,835760,96,0
"itwiki-2013",91,2,12329503,0.03,0.029978,2.581,1340172,96,0
"itwiki-2013",1000,3,16649545,0.03,0.029499,6.701,1889616,96,0
"itwiki-2013",128,3,12957053,0.03,0.029956,2.491,1358372,96,0
"itwiki-2013",37,3,10688045,0.03,0.029982,2.985,1271504,96,0
"itwiki-2013",64,3,11683830,0.03,0.029958,2.429,1432144,96,0
"itwiki-2013",8,3,7552822,0.03,0.029998,2.578,877876,96,0
"itwiki-2013",91,3,12375061,0.03,0.029978,2.623,1364816,96,0
"itwiki-2013",1000,4,16679592,0.03,0.029499,6.116,1772636,96,0
"itwiki-2013",128,4,12882914,0.03,0.029956,2.663,1455648,96,0
"itwiki-2013",37,4,10697270,0.03,0.029982,3.026,1222008,96,0
"itwiki-2013",64,4,11649194,0.03,0.029958,2.57,1373124,96,0
"itwiki-2013",8,4,7464011,0.03,0.029998,2.479,880152,96,0
"itwiki-2013",91,4,12414770,0.03,0.029978,2.598,1329500,96,0
"itwiki-2013",1000,5,16675177,0.03,0.029499,6.596,1838456,96,0
"itwiki-2013",128,5,12967206,0.03,0.029956,2.488,1381948,96,0
"itwiki-2013",37,5,10779125,0.03,0.029982,2.555,1201140,96,0
"itwiki-2013",64,5,11630513,0.03,0.029958,2.303,1356480,96,0
"itwiki-2013",8,5,7328306,0.03,0.029998,2.696,918284,96,0
"itwiki-2013",91,5,12402940,0.03,0.029978,2.443,1335008,96,0
"kmer_A2a",1000,1,4888013,0.03,0.003827,35.42,12121828,96,0
"kmer_A2a",128,1,4383074,0.03,0.012372,16.593,11703676,96,0
"kmer_A2a",37,1,3927096,0.03,0.028055,15.447,11278880,96,0
"kmer_A2a",64,1,4156589,0.03,0.016921,14.809,11327932,96,0
"kmer_A2a",8,1,2863111,0.03,0.006902,14.778,11299700,96,0
"kmer_A2a",91,1,4279371,0.03,0.015954,16.307,11682112,96,0
"kmer_A2a",1000,2,4891554,0.03,0.004995,33.494,12121248,96,0
"kmer_A2a",128,2,4383362,0.03,0.020289,16.52,11696008,96,0
"kmer_A2a",37,2,3926260,0.03,0.028377,15.487,11398832,96,0
"kmer_A2a",64,2,4153584,0.03,0.010164,15.608,11330160,96,0
"kmer_A2a",8,2,2856086,0.03,0.00548,15.056,11115884,96,0
"kmer_A2a",91,2,4277264,0.03,0.017387,16.424,11663332,96,0
"kmer_A2a",1000,3,4889098,0.03,0.007977,35.511,12131112,96,0
"kmer_A2a",128,3,4379199,0.03,0.01929,16.514,11692852,96,0
"kmer_A2a",37,3,3912965,0.03,0.013341,15.279,11272256,96,0
"kmer_A2a",64,3,4141806,0.03,0.000932,14.806,11515568,96,0
"kmer_A2a",8,3,2890274,0.03,0.000505,14.477,11298896,96,0
"kmer_A2a",91,3,4277208,0.03,0.015222,16.391,11850628,96,0
"kmer_A2a",1000,4,4887736,0.03,0.008476,33.425,12136928,96,0
"kmer_A2a",128,4,4380180,0.03,0.020005,16.617,11694444,96,0
"kmer_A2a",37,4,3932833,0.03,0.028487,15.296,11262916,96,0
"kmer_A2a",64,4,4151148,0.03,0.016803,15.556,11349536,96,0
"kmer_A2a",8,4,2921854,0.03,0.007132,14.767,11125608,96,0
"kmer_A2a",91,4,4285385,0.03,0.016116,15.62,11671052,96,0
"kmer_A2a",1000,5,4901920,0.03,0.005118,33.757,12121244,96,0
"kmer_A2a",128,5,4379266,0.03,0.01197,15.664,11698944,96,0
"kmer_A2a",37,5,3931874,0.03,0.010422,14.942,11252732,96,0
"kmer_A2a",64,5,4135961,0.03,0.016607,15.556,11340560,96,0
"kmer_A2a",8,5,2875620,0.03,0.006121,15.125,11123568,96,0
"kmer_A2a",91,5,4288205,0.03,0.013798,15.545,11856424,96,0
"kmer_P1a",1000,1,3913007,0.03,0.004838,33.224,10003844,96,0
"kmer_P1a",128,1,3469306,0.03,0.009413,14.152,9850980,96,0
"kmer_P1a",37,1,3136565,0.03,0.000878,12.917,9459804,96,0
"kmer_P1a",64,1,3298283,0.03,0.000891,12.761,9469804,96,0
"kmer_P1a",8,1,2492803,0.03,0.005404,12.492,9355368,96,0
"kmer_P1a",91,1,3394272,0.03,0.010816,13.283,9850932,96,0
"kmer_P1a",1000,2,3904984,0.03,0.006393,33.353,10004776,96,0
"kmer_P1a",128,2,3474525,0.03,0.008229,14.175,9856952,96,0
"kmer_P1a",37,2,3145568,0.03,0.020287,12.984,9453940,96,0
"kmer_P1a",64,2,3296398,0.03,0.015987,12.82,9381576,96,0
"kmer_P1a",8,2,2496722,0.03,0.004735,11.67,9368788,96,0
"kmer_P1a",91,2,3389408,0.03,0.009911,13.394,9832836,96,0
"kmer_P1a",1000,3,3907545,0.03,0.005724,32.952,10009972,96,0
"kmer_P1a",128,3,3475560,0.03,0.00842,14.39,10457976,96,0
"kmer_P1a",37,3,3138636,0.03,0.019705,12.846,9443272,96,0
"kmer_P1a",64,3,3285849,0.03,0.0018,12.69,9496356,96,0
"kmer_P1a",8,3,2496952,0.03,0.00302,12.296,9174656,96,0
"kmer_P1a",91,3,3391673,0.03,0.009946,13.328,9868312,96,0
"kmer_P1a",1000,4,3905023,0.03,0.007358,33.43,10009636,96,0
"kmer_P1a",128,4,3479785,0.03,0.008706,14.186,9862352,96,0
"kmer_P1a",37,4,3128599,0.03,0.019982,12.885,9460436,96,0
"kmer_P1a",64,4,3293747,0.03,0.014594,12.687,9483276,96,0
"kmer_P1a",8,4,2454019,0.03,0.003473,11.772,9346736,96,0
"kmer_P1a",91,4,3386712,0.03,0.010454,13.355,9873164,96,0
"kmer_P1a",1000,5,3910252,0.03,0.002577,33.199,10014468,96,0
"kmer_P1a",128,5,3475498,0.03,0.0097,14.084,9851728,96,0
"kmer_P1a",37,5,3144814,0.03,0.020465,13.055,10068680,96,0
"kmer_P1a",64,5,3293333,0.03,0.014745,12.712,9341056,96,0
"kmer_P1a",8,5,2480296,0.03,0.001206,12.11,9237764,96,0
"kmer_P1a",91,5,3391770,0.03,0.005172,13.336,9868036,96,0
